x,F1_total
-200.0,-0.02209999999857896
-197.9591836734694,-0.04419999999653255
-195.91836734693877,-0.06629999999476005
-193.87755102040816,-0.08839999999608607
-191.83673469387756,-0.12154999999198943
-189.79591836734693,-0.15469999998621722
-187.75510204081633,-0.17311666665282785
-185.71428571428572,-0.18416666665727033
-183.6734693877551,-0.2025833333281794
-181.6326530612245,-0.232049999994336
-179.59183673469389,-0.2615166666606272
-177.55102040816325,-0.2872999999887527
-175.51020408163265,-0.3130833333122584
-173.46938775510205,-0.3388666666462974
-171.42857142857142,-0.3536000000042352
-169.3877551020408,-0.3793833334040622
-167.3469387755102,-0.4235833333769219
-165.30612244897958,-0.4677833333006074
-163.26530612244898,-0.5119833332972811
-161.22448979591837,-0.5561833332925414
-159.18367346938777,-0.5930166666213968
-157.14285714285714,-0.6261666666182408
-155.10204081632654,-0.6593166666139859
-153.0612244897959,-0.6777333332824387
-151.0204081632653,-0.7035166666146444
-148.9795918367347,-0.7292999999447818
-146.9387755102041,-0.7440333332832781
-144.89795918367346,-0.780866666613401
-142.85714285714286,-0.8250666666116364
-140.81632653061223,-0.8766333332745002
-138.77551020408163,-0.9245166666008008
-136.73469387755102,-0.9613499999337664
-134.69387755102042,-1.0018666665979337
-132.6530612244898,-1.0313333332717132
-130.6122448979592,-1.0681666666158711
-128.57142857142856,-1.130783333268107
-126.53061224489795,-1.182349999917865
-124.48979591836735,-1.211816666591282
-122.44897959183673,-1.2375999999643477
-120.40816326530611,-1.2817999999683203
-118.36734693877551,-1.3444166665846071
-116.3265306122449,-1.3849333332328901
-114.28571428571428,-1.4217666665680826
-112.24489795918367,-1.4806999998990626
-110.20408163265306,-1.5506833332306893
-108.16326530612244,-1.6317166665613052
-106.12244897959184,-1.7311666665508814
-104.08163265306122,-1.8379833332001227
-102.0408163265306,-1.9042833331936153
-100.0,-1.948483333193705
-97.95918367346938,-2.000049999857432
-95.91836734693878,-2.0479333331893255
-93.87755102040816,-2.0958166665196787
-91.83673469387755,-2.1326499998564157
-89.79591836734694,-2.1915833331879133
-87.75510204081633,-2.265249999855315
-85.71428571428571,-2.3462833331882194
-83.6734693877551,-2.442049999848141
-81.63265306122449,-2.5304499998423364
-79.59183673469387,-2.604116666502343
-77.55102040816327,-2.6556833331736716
-75.51020408163265,-2.7072499998599775
-73.46938775510203,-2.7845999998657094
-71.42857142857142,-2.872999999895619
-69.38775510204081,-2.954033333270402
-67.34693877551021,-3.0461166665256343
-65.30612244897958,-3.1308333331094422
-63.265306122448976,-3.19713333310638
-61.22448979591837,-3.256066666442054
-59.18367346938774,-3.3223666664448235
-57.14285714285714,-3.4218166664439935
-55.102040816326536,-3.5359999997726885
-53.061224489795904,-3.6428166664321897
-51.0204081632653,-3.742266666431477
-48.9795918367347,-3.8564499997684867
-46.93877551020407,-4.011149999769619
-44.897959183673464,-4.210049999756278
-42.85714285714286,-4.3647499997578345
-40.81632653061223,-4.508399999779581
-38.77551020408163,-4.71834999980234
-36.734693877551024,-5.027749999814147
-34.69387755102039,-5.407133333151005
-32.65306122448979,-5.8417666665305985
-30.612244897959187,-6.453199999883182
-28.571428571428555,-7.097783333245509
-26.530612244897952,-7.742366666575768
-24.48979591836735,-8.36116666661652
-22.448979591836718,-8.957866666703527
-20.408163265306115,-9.572983333782219
-18.367346938775512,-10.283866666754028
-16.32653061224488,-10.976333332629942
-14.285714285714278,-11.558299999285001
-12.244897959183675,-12.379683332575993
-10.204081632653043,-13.41838333245195
-8.16326530612244,-14.27291666567013
-6.122448979591837,-14.847516665607001
-4.081632653061206,-15.296883332233568
-2.040816326530603,-15.668899998882559
0.0,-16.02986666553597
